Year,Month,Imports,logImports,dlogImports,c348,s348,c432,s432
1991,1,1321.6,7.1865984028,0.1599939899,-0.309016994,-0.951056516,0.3090169944,-0.951056516
1991,2,1253.7,7.1338544581,-0.052743945,0.9548645447,0.2970415816,0.1128563849,0.9936113105
1991,3,974.3,6.8817192644,-0.252135194,-0.793990399,0.6079302977,-0.514439534,-0.857526656
1991,4,1104.2,7.0068763698,0.1251571054,-0.037690183,-0.999289473,0.8235325976,0.5672689491
1991,5,1380.8,7.2304183203,0.2235419505,0.83752804,0.5463943467,-0.984564335,-0.175023059
1991,6,1525.5,7.3300775042,0.0996591838,-0.929776486,0.3681245527,0.9685831611,-0.248689887
1991,7,1813.2,7.5028485191,0.1727710149,0.236498997,-0.971631733,-0.778462302,0.6276913613
1991,8,1872.4,7.5349763094,0.0321277904,0.6565857558,0.7542513807,0.4483832161,-0.893841424
1991,9,1936.3,7.5685342145,0.0335579051,-0.994951017,0.1003617149,-0.037690183,0.9992894726
1991,10,2236.4,7.7126227092,0.1440884946,0.4927273415,-0.870183755,-0.379779096,-0.925077207
1991,11,1957.6,7.5794745121,-0.133148197,0.4257792916,0.9048270525,0.7289686274,0.6845471059
1991,12,1593.2,7.3734998513,-0.205974661,-0.984564335,-0.175023059,-0.947098305,-0.32094361
1992,1,1912.6,7.5562188519,0.1827190006,0.7115356772,-0.70264997,0.994951017,-0.100361715
1992,2,1693.7,7.4346707639,-0.121548088,0.1626371652,0.9866859442,-0.863923417,0.5036232016
1992,3,1441.8,7.273647612,-0.161023152,-0.899405252,-0.437115767,0.5775727034,-0.816339251
1992,4,1677.6,7.4251194796,0.1514718676,0.87630668,-0.481753674,-0.187381315,0.9822872507
1992,5,1853.9,7.5250468072,0.0999273277,-0.112856385,0.9936113105,-0.236498997,-0.971631733
1992,6,2179.2,7.686713116,0.1616663087,-0.745941145,-0.666011867,0.6178596131,0.7862884321
1992,7,2503.8,7.8255648568,0.1388517409,0.9745268728,-0.224270761,-0.888136449,-0.459579861
1992,8,2613,7.8682542655,0.0426894087,-0.379779096,0.9250772068,0.9987369566,0.0502443182
1992,9,2760.5,7.9231671017,0.0549128362,-0.535826795,-0.844327926,-0.929776486,0.3681245527
1992,10,2748.4,7.9187742032,-0.004392899,0.9987369566,0.0502443182,0.6936533058,-0.720309025
1992,11,2316,7.7475968387,-0.171177364,-0.617859613,0.7862884321,-0.332819545,0.9429905359
1992,12,2027,7.6143121465,-0.133284692,-0.285019262,-0.958521789,-0.087851197,-0.996133609
1993,1,2187.6,7.6905603315,0.076248185,0.947098305,0.3209436098,0.4927273415,0.8701837547
1993,2,1862.4,7.5296212575,-0.160939074,-0.809016994,0.5877852523,-0.809016994,-0.587785252
1993,3,2083.2,7.641660452,0.1120391945,-0.01256604,-0.999921044,0.9798550524,0.1997099805
1993,4,2226.3,7.7080962936,0.0664358416,0.8235325976,0.5672689491,-0.974526873,0.2242707609
1993,5,2376.3,7.7732999351,0.0652036415,-0.938733858,0.3446429232,0.7939903986,-0.607930298
1993,6,2754.2,7.9208822983,0.1475823632,0.2608415063,-0.965381639,-0.470703932,0.8822912264
1993,7,2981.1,8.0000476389,0.0791653406,0.6374239897,0.7705132428,0.0627905195,-0.998026728
1993,8,3223.3,8.0781609585,0.0781133196,-0.9971589,0.0753268055,0.3564118787,0.9343289425
1993,9,3338.7,8.1133367886,0.0351758302,0.5144395338,-0.857526656,-0.711535677,-0.70264997
1993,10,3277.6,8.0948667262,-0.018470062,0.4029064357,0.9152411726,0.9387338577,0.3446429232
1993,11,2899.6,7.9723280754,-0.122538651,-0.979855052,-0.199709981,-0.9971589,0.0753268055
1993,12,2329.6,7.753451858,-0.218876217,0.7289686274,-0.684547106,0.87630668,-0.481753674
1994,1,2763.1,7.9241085168,0.1706566588,0.1377902907,0.9904614257,-0.597904983,0.8015669849
1994,2,2499.2,7.8237259596,-0.100382557,-0.888136449,-0.459579861,0.2120071099,-0.977268124
1994,3,2183,7.6884553565,-0.135270603,0.8881364488,-0.459579861,0.2120071099,0.9772681236
1994,4,2491.6,7.8206803534,0.1322249968,-0.137790291,0.9904614257,-0.597904983,-0.801566985
1994,5,2979,7.9993429527,0.1786625993,-0.728968627,-0.684547106,0.87630668,0.4817536741
1994,6,3463.3,8.1499771707,0.150634218,0.9798550524,-0.199709981,-0.9971589,-0.075326806
1994,7,3645.4,8.2012213778,0.0512442071,-0.402906436,0.9152411726,0.9387338577,-0.344642923
1994,8,4165.8,8.334663613,0.1334422352,-0.514439534,-0.857526656,-0.711535677,0.7026499698
1994,9,4134.4,8.3270974941,-0.007566119,0.9971589003,0.0753268055,0.3564118787,-0.934328942
1994,10,4101.2,8.3190348928,-0.008062601,-0.63742399,0.7705132428,0.0627905195,0.9980267284
1994,11,3534.3,8.1702705389,-0.148764354,-0.260841506,-0.965381639,-0.470703932,-0.882291226
1994,12,2826.5,7.9467944761,-0.223476063,0.9387338577,0.3446429232,0.7939903986,0.6079302977
1995,1,3450.6,8.1463034079,0.1995089318,-0.823532598,0.5672689491,-0.974526873,-0.224270761
1995,2,3001.5,8.0068674427,-0.139435965,0.0125660399,-0.999921044,0.9798550524,-0.199709981
1995,3,2910.4,7.9760458078,-0.030821635,0.8090169944,0.5877852523,-0.809016994,0.5877852523
1995,4,3148.3,8.0546179036,0.0785720958,-0.947098305,0.3209436098,0.4927273415,-0.870183755
1995,5,3654.9,8.203824012,0.1492061084,0.2850192625,-0.958521789,-0.087851197,0.9961336091
1995,6,3960.7,8.2841760563,0.0803520443,0.6178596131,0.7862884321,-0.332819545,-0.942990536
1995,7,4311.8,8.3691107293,0.084934673,-0.998736957,0.0502443182,0.6936533058,0.7203090249
1995,8,4804.7,8.4773498845,0.1082391552,0.535826795,-0.844327926,-0.929776486,-0.368124553
1995,9,4584.1,8.4303490732,-0.047000811,0.3797790955,0.9250772068,0.9987369566,-0.050244318
1995,10,4714.3,8.4583557217,0.0280066485,-0.974526873,-0.224270761,-0.888136449,0.4595798606
1995,11,3868,8.2604928566,-0.197862865,0.7459411454,-0.666011867,0.6178596131,-0.786288432
1995,12,3133.9,8.0500335143,-0.210459342,0.1128563849,0.9936113105,-0.236498997,0.9716317329
1996,1,3657.7,8.2045898136,0.1545562993,-0.87630668,-0.481753674,-0.187381315,-0.982287251
1996,2,3539.6,8.1717690054,-0.032820808,0.8994052516,-0.437115767,0.5775727034,0.8163392507
1996,3,2863.7,7.959869774,-0.211899231,-0.162637165,0.9866859442,-0.863923417,-0.503623202
1996,4,3247.9,8.0857639126,0.1258941386,-0.711535677,-0.70264997,0.994951017,0.1003617149
1996,5,3954.3,8.2825588734,0.1967949608,0.9845643345,-0.175023059,-0.947098305,0.3209436098
1996,6,4111.2,8.3214702357,0.0389113623,-0.425779292,0.9048270525,0.7289686274,-0.684547106
1996,7,4816.7,8.4798443253,0.1583740896,-0.492727342,-0.870183755,-0.379779096,0.9250772068
1996,8,5495.7,8.6117212473,0.131876922,0.994951017,0.1003617149,-0.037690183,-0.999289473
1996,9,5480.7,8.608988109,-0.002733138,-0.656585756,0.7542513807,0.4483832161,0.8938414242
1996,10,5812.9,8.6678348647,0.0588467557,-0.236498997,-0.971631733,-0.778462302,-0.627691361
1996,11,4585.4,8.4306326219,-0.237202243,0.9297764859,0.3681245527,0.9685831611,0.2486898872
1996,12,3947,8.2807110757,-0.149921546,-0.83752804,0.5463943467,-0.984564335,0.175023059
1997,1,4667.6,8.4484002999,0.1676892243,0.0376901827,-0.999289473,0.8235325976,-0.567268949
1997,2,4262.4,8.3575876609,-0.090812639,0.7939903986,0.6079302977,-0.514439534,0.8575266562
1997,3,3628.6,8.1966021779,-0.160985483,-0.954864545,0.2970415816,0.1128563849,-0.993611311
1997,4,4445,8.3995351479,0.20293297,0.3090169944,-0.951056516,0.3090169944,0.9510565163
1997,5,4795.1,8.4753498422,0.0758146942,0.5979049831,0.8015669849,-0.675332808,-0.737513117
1997,6,5213.5,8.5590066942,0.0836568521,-0.999684189,0.0251300954,0.9202318474,0.3913736668
1997,7,5777.2,8.6616744152,0.102667721,0.5568756165,-0.830595899,-0.999684189,0.0251300954
1997,8,6073.6,8.711706789,0.0500323737,0.3564118787,0.9343289425,0.8994052516,-0.437115767
1997,9,6561.4,8.7889592738,0.0772524848,-0.968583161,-0.248689887,-0.63742399,0.7705132428
1997,10,6606.5,8.7958092919,0.0068500181,0.762442511,-0.647055962,0.2608415063,-0.965381639
1997,11,5425.7,8.5989022023,-0.19690709,0.0878511966,0.9961336091,0.1626371652,0.9866859442
1997,12,5101.1,8.5372114817,-0.061690721,-0.863923417,-0.503623202,-0.556875616,-0.830595899
1998,1,5453.2,8.6039578713,0.0667463896,0.9101059707,-0.414375581,0.8509944818,0.52517463
1998,2,4559.6,8.4249901794,-0.178967692,-0.187381315,0.9822872507,-0.992114701,-0.125333234
1998,3,4798.1,8.4759752852,0.0509851058,-0.693653306,-0.720309025,0.9548645447,-0.297041582
1998,4,5262.9,8.5684374846,0.0924621994,0.9886517447,-0.150225589,-0.745941145,0.6660118674
1998,5,5539.4,8.6196414706,0.051203986,-0.448383216,0.8938414242,0.4029064357,-0.915241173
1998,6,6020.2,8.7028757603,0.0832342897,-0.470703932,-0.882291226,0.0125660399,0.9999210442
1998,7,6556.2,8.7881664458,0.0852906855,0.9921147013,0.1253332336,-0.425779292,-0.904827052
1998,8,6779.9,8.8217176316,0.0335511858,-0.675332808,0.7375131174,0.762442511,0.6470559616
1998,9,7125.2,8.8713930749,0.0496754434,-0.21200711,-0.977268124,-0.962027672,-0.272951936
1998,10,7377.7,8.9062172159,0.034824141,0.9202318474,0.3913736668,0.9886517447,-0.150225589
1998,11,6374.1,8.7599981836,-0.146219032,-0.850994482,0.52517463,-0.83752804,0.5463943467
1998,12,5322.1,8.5796232413,-0.180374942,0.0627905195,-0.998026728,0.535826795,-0.844327926
1999,1,5654,8.6401185383,0.060495297,0.7784623016,0.6276913613,-0.137790291,0.9904614257
1999,2,5563.1,8.6239107858,-0.016207752,-0.962027672,0.2729519355,-0.285019262,-0.958521789
1999,3,5204,8.5571828396,-0.066727946,0.3328195445,-0.942990536,0.6565857558,0.7542513807
1999,4,5818.9,8.6688665194,0.1116836798,0.5775727034,0.8163392507,-0.910105971,-0.414375581
1999,5,6363.1,8.758270959,0.0894044395,-1,2.8418e-14,1,-2.7437e-14
1999,6,7117.4,8.8702977692,0.1120268102,0.5775727034,-0.816339251,-0.910105971,0.414375581
1999,7,7405.7,8.910005253,0.0397074838,0.3328195445,0.9429905359,0.6565857558,-0.754251381
1999,8,8022.1,8.989955512,0.079950259,-0.962027672,-0.272951936,-0.285019262,0.958521789
1999,9,8198.2,9.011669897,0.021714385,0.7784623016,-0.627691361,-0.137790291,-0.990461426
1999,10,8207.9,9.0128523841,0.0011824871,0.0627905195,0.9980267284,0.535826795,0.8443279255
1999,11,7543.5,8.9284415443,-0.08441084,-0.850994482,-0.52517463,-0.83752804,-0.546394347
1999,12,6690.3,8.8084139952,-0.120027549,0.9202318474,-0.391373667,0.9886517447,0.1502255891
2000,1,6902.1,8.8395809921,0.0311669969,-0.21200711,0.9772681236,-0.962027672,0.2729519355
2000,2,6584.4,8.7924584939,-0.047122498,-0.675332808,-0.737513117,0.762442511,-0.647055962
2000,3,6424.1,8.7678118221,-0.024646672,0.9921147013,-0.125333234,-0.425779292,0.9048270525
2000,4,7070.5,8.8636864777,0.0958746556,-0.470703932,0.8822912264,0.0125660399,-0.999921044
2000,5,7850.2,8.9682942882,0.1046078104,-0.448383216,-0.893841424,0.4029064357,0.9152411726
2000,6,8541.7,9.0527153302,0.084421042,0.9886517447,0.1502255891,-0.745941145,-0.666011867
2000,7,9246.4,9.1319895656,0.0792742354,-0.693653306,0.7203090249,0.9548645447,0.2970415816
2000,8,10054,9.2157258443,0.0837362787,-0.187381315,-0.982287251,-0.992114701,0.1253332336
2000,9,10061.7,9.2164914155,0.0007655712,0.9101059707,0.414375581,0.8509944818,-0.52517463
2000,10,10611.6,9.2697030214,0.0532116059,-0.863923417,0.5036232016,-0.556875616,0.8305958992
2000,11,9066.8,9.1123746694,-0.157328352,0.0878511966,-0.996133609,0.1626371652,-0.986685944
2000,12,7604.7,8.9365217562,-0.175852913,0.762442511,0.6470559616,0.2608415063,0.9653816388
2001,1,8427.5,9.0392554471,0.1027336909,-0.968583161,0.2486898872,-0.63742399,-0.770513243
2001,2,6375.6,8.7602334832,-0.279021964,0.3564118787,-0.934328942,0.8994052516,0.4371157667
2001,3,7590.2,8.9346132205,0.1743797373,0.5568756165,0.8305958992,-0.999684189,-0.025130095
2001,4,7686.8,8.9472598511,0.0126466306,-0.999684189,-0.025130095,0.9202318474,-0.391373667
2001,5,7757.9,8.956466958,0.0092071069,0.5979049831,-0.801566985,-0.675332808,0.7375131174
2001,6,8398.2,9.0357726762,0.0793057182,0.3090169944,0.9510565163,0.3090169944,-0.951056516
2001,7,8975.3,9.102231639,0.0664589628,-0.954864545,-0.297041582,0.1128563849,0.9936113105
2001,8,10042.9,9.2146211962,0.1123895572,0.7939903986,-0.607930298,-0.514439534,-0.857526656
2001,9,9927.8,9.2030941816,-0.011527015,0.0376901827,0.9992894726,0.8235325976,0.5672689491
2001,10,10808.3,9.2880696365,0.0849754548,-0.83752804,-0.546394347,-0.984564335,-0.175023059
2001,11,8878.8,9.0914216917,-0.196647945,0.9297764859,-0.368124553,0.9685831611,-0.248689887
2001,12,7409.1,8.9104642534,-0.180957438,-0.236498997,0.9716317329,-0.778462302,0.6276913613
2002,1,8415.4,9.0378186397,0.1273543862,-0.656585756,-0.754251381,0.4483832161,-0.893841424
2002,2,8020.8,8.9897934465,-0.048025193,0.994951017,-0.100361715,-0.037690183,0.9992894726
2002,3,7259,8.8899973573,-0.099796089,-0.492727342,0.8701837547,-0.379779096,-0.925077207
2002,4,9097.6,9.1157659215,0.2257685642,-0.425779292,-0.904827052,0.7289686274,0.6845471059
2002,5,9846.9,9.1949119638,0.0791460424,0.9845643345,0.175023059,-0.947098305,-0.32094361
2002,6,10727.2,9.280537851,0.0856258871,-0.711535677,0.7026499698,0.994951017,-0.100361715
2002,7,11213.2,9.3248469347,0.0443090838,-0.162637165,-0.986685944,-0.863923417,0.5036232016
2002,8,12671.4,9.4471027644,0.1222558297,0.8994052516,0.4371157667,0.5775727034,-0.816339251
2002,9,12291.5,9.4166632456,-0.030439519,-0.87630668,0.4817536741,-0.187381315,0.9822872507
2002,10,11455,9.3461815949,-0.070481651,0.1128563849,-0.993611311,-0.236498997,-0.971631733
2002,11,12569.6,9.4390364793,0.0928548844,0.7459411454,0.6660118674,0.6178596131,0.7862884321
2002,12,11625,9.3609132305,-0.078123249,-0.974526873,0.2242707609,-0.888136449,-0.459579861
2003,1,11403.497575,9.3416753922,-0.019237838,0.3797790955,-0.925077207,0.9987369566,0.0502443182
2003,2,9629.62711,9.1725997823,-0.16907561,0.535826795,0.8443279255,-0.929776486,0.3681245527
2003,3,10110.044562,9.2212847197,0.0486849374,-0.998736957,-0.050244318,0.6936533058,-0.720309025
2003,4,11521.852382,9.3520007184,0.1307159987,0.6178596131,-0.786288432,-0.332819545,0.9429905359
2003,5,11884.701493,9.3830072632,0.0310065448,0.2850192625,0.958521789,-0.087851197,-0.996133609
2003,6,12127.301429,9.4032145064,0.0202072432,-0.947098305,-0.32094361,0.4927273415,0.8701837547
2003,7,13438.63509,9.5058890531,0.1026745467,0.8090169944,-0.587785252,-0.809016994,-0.587785252
2003,8,13764.867008,9.5298747559,0.0239857028,0.0125660399,0.9999210442,0.9798550524,0.1997099805
2003,9,14747.525418,9.5988305794,0.0689558235,-0.823532598,-0.567268949,-0.974526873,0.2242707609
2003,10,16458.317607,9.708586258,0.1097556786,0.9387338577,-0.344642923,0.7939903986,-0.607930298
2003,11,14156.947961,9.5579608045,-0.150625453,-0.260841506,0.9653816388,-0.470703932,0.8822912264
2003,12,13192.779263,9.4874249334,-0.070535871,-0.63742399,-0.770513243,0.0627905195,-0.998026728
2004,1,14089.015496,9.5531507299,0.0657257965,0.9971589003,-0.075326806,0.3564118787,0.9343289425
2004,2,11267.147675,9.3296464849,-0.223504245,-0.514439534,0.8575266562,-0.711535677,-0.70264997
2004,3,13800.119971,9.5324325647,0.2027860797,-0.402906436,-0.915241173,0.9387338577,0.3446429232
2004,4,14744.78415,9.5986446823,0.0662121176,0.9798550524,0.1997099805,-0.9971589,0.0753268055
2004,5,15067.110923,9.6202695628,0.0216248805,-0.728968627,0.6845471059,0.87630668,-0.481753674
2004,6,16887.762591,9.7343445316,0.1140749688,-0.137790291,-0.990461426,-0.597904983,0.8015669849
2004,7,17562.099879,9.7734984431,0.0391539115,0.8881364488,0.4595798606,0.2120071099,-0.977268124
2004,8,18067.867052,9.8018903385,0.0283918954,-0.888136449,0.4595798606,0.2120071099,0.9772681236
2004,9,18386.945745,9.8193962214,0.0175058829,0.1377902907,-0.990461426,-0.597904983,-0.801566985
2004,10,19718.157481,9.8892951898,0.0698989683,0.7289686274,0.6845471059,0.87630668,0.4817536741
2004,11,19678.992143,9.887306957,-0.001988233,-0.979855052,0.1997099805,-0.9971589,-0.075326806
2004,12,17412.030829,9.7649166732,-0.122390284,0.4029064357,-0.915241173,0.9387338577,-0.344642923
2005,1,17885.84061,9.7917646514,0.0268479782,0.5144395338,0.8575266562,-0.711535677,0.7026499698
2005,2,16937.594812,9.7372909754,-0.054473676,-0.9971589,-0.075326806,0.3564118787,-0.934328942
2005,3,16184.944952,9.6918367652,-0.04545421,0.6374239897,-0.770513243,0.0627905195,0.9980267284
2005,4,18148.45816,9.8063408862,0.114504121,0.2608415063,0.9653816388,-0.470703932,-0.882291226
2005,5,19053.18688,9.8549896569,0.0486487706,-0.938733858,-0.344642923,0.7939903986,0.6079302977
2005,6,20976.701857,9.9511676654,0.0961780086,0.8235325976,-0.567268949,-0.974526873,-0.224270761
2005,7,21272.66946,9.9651784038,0.0140107384,-0.01256604,0.9999210442,0.9798550524,-0.199709981
2005,8,22421.292348,10.017766338,0.0525879338,-0.809016994,-0.587785252,-0.809016994,0.5877852523
2005,9,23294.481679,10.055971774,0.0382054361,0.947098305,-0.32094361,0.4927273415,-0.870183755
2005,10,24382.852726,10.101635407,0.0456636334,-0.285019262,0.958521789,-0.087851197,0.9961336091
2005,11,22426.128316,10.017982001,-0.083653406,-0.617859613,-0.786288432,-0.332819545,-0.942990536
2005,12,20485.952995,9.9274947105,-0.09048729,0.9987369566,-0.050244318,0.6936533058,0.7203090249
2006,1,21382.505907,9.9703283857,0.0428336752,-0.535826795,0.8443279255,-0.929776486,-0.368124553
2006,2,17905.353467,9.7928550235,-0.177473362,-0.379779096,-0.925077207,0.9987369566,-0.050244318
2006,3,20531.25833,9.9297038004,0.1368487769,0.9745268728,0.2242707609,-0.888136449,0.4595798606
2006,4,21459.069933,9.9739026757,0.0441988753,-0.745941145,0.6660118674,0.6178596131,-0.786288432
2006,5,22317.635131,10.013132458,0.0392297823,-0.112856385,-0.993611311,-0.236498997,0.9716317329
2006,6,23989.699396,10.085379825,0.0722473674,0.87630668,0.4817536741,-0.187381315,-0.982287251
2006,7,24632.010765,10.111802127,0.0264223013,-0.899405252,0.4371157667,0.5775727034,0.8163392507
2006,8,26713.335235,10.192918167,0.0811160401,0.1626371652,-0.986685944,-0.863923417,-0.503623202
2006,9,27570.617915,10.224505916,0.0315877496,0.7115356772,0.7026499698,0.994951017,0.1003617149
2006,10,29388.601739,10.288362182,0.0638562658,-0.984564335,0.175023059,-0.947098305,0.3209436098
2006,11,27775.079221,10.231894467,-0.056467715,0.4257792916,-0.904827052,0.7289686274,-0.684547106
2006,12,24109.185573,10.090348191,-0.141546276,0.4927273415,0.8701837547,-0.379779096,0.9250772068
2007,1,25640.562672,10.151930856,0.0615826649,-0.994951017,-0.100361715,-0.037690183,-0.999289473
2007,2,23038.880362,10.044938518,-0.106992338,0.6565857558,-0.754251381,0.4483832161,0.8938414242
2007,3,22723.044235,10.031134853,-0.013803665,0.236498997,0.9716317329,-0.778462302,-0.627691361
2007,4,24241.522773,10.095822259,0.0646874058,-0.929776486,-0.368124553,0.9685831611,0.2486898872
2007,5,25290.574442,10.138187054,0.0423647947,0.83752804,-0.546394347,-0.984564335,0.175023059
2007,6,27070.961198,10.20621689,0.0680298362,-0.037690183,0.9992894726,0.8235325976,-0.567268949
2007,7,28601.170814,10.261202934,0.0549860437,-0.793990399,-0.607930298,-0.514439534,0.8575266562
2007,8,28424.501435,10.255006779,-0.006196155,0.9548645447,-0.297041582,0.1128563849,-0.993611311
2007,9,29418.96253,10.289394729,0.0343879506,-0.309016994,0.9510565163,0.3090169944,0.9510565163
2007,10,31555.406402,10.359500213,0.0701054837,-0.597904983,-0.801566985,-0.675332808,-0.737513117
2007,11,29780.718791,10.301616443,-0.05788377,0.9996841893,-0.025130095,0.9202318474,0.3913736668
2007,12,25656.56128,10.152554618,-0.149061824,-0.556875616,0.8305958992,-0.999684189,0.0251300954
2008,1,26193.032145,10.173248706,0.0206940874,-0.356411879,-0.934328942,0.8994052516,-0.437115767
2008,2,24095.886455,10.089796418,-0.083452287,0.9685831611,0.2486898872,-0.63742399,0.7705132428
2008,3,22440.24177,10.018611134,-0.071185285,-0.762442511,0.6470559616,0.2608415063,-0.965381639
2008,4,25951.666996,10.163991125,0.1453799917,-0.087851197,-0.996133609,0.1626371652,0.9866859442
2008,5,27634.532443,10.226821445,0.0628303198,0.8639234172,0.5036232016,-0.556875616,-0.830595899
2008,6,27930.640534,10.237479592,0.0106581471,-0.910105971,0.414375581,0.8509944818,0.52517463
2008,7,31247.270669,10.349687313,0.1122077205,0.1873813146,-0.982287251,-0.992114701,-0.125333234
2008,8,31823.697889,10.367966508,0.0182791951,0.6936533058,0.7203090249,0.9548645447,-0.297041582
2008,9,33078.730631,10.406645776,0.0386792678,-0.988651745,0.1502255891,-0.745941145,0.6660118674
2008,10,34032.388283,10.435067947,0.028422171,0.4483832161,-0.893841424,0.4029064357,-0.915241173
2008,11,28265.02503,10.249380455,-0.185687492,0.4707039322,0.8822912264,0.0125660399,0.9999210442
2008,12,25079.514978,10.129806656,-0.119573799,-0.992114701,-0.125333234,-0.425779292,-0.904827052
2009,1,24743.457402,10.116316386,-0.01349027,0.6753328081,-0.737513117,0.762442511,0.6470559616
2009,2,18845.49521,9.8440291834,-0.272287202,0.2120071099,0.9772681236,-0.962027672,-0.272951936
2009,3,21224.713513,9.9629215135,0.1188923301,-0.920231847,-0.391373667,0.9886517447,-0.150225589
2009,4,21920.595248,9.9951818962,0.0322603827,0.8509944818,-0.52517463,-0.83752804,0.5463943467
2009,5,22734.147846,10.031623384,0.0364414874,-0.06279052,0.9980267284,0.535826795,-0.844327926
2009,6,23972.774237,10.084674059,0.0530506751,-0.778462302,-0.627691361,-0.137790291,0.9904614257
2009,7,25671.084409,10.153120517,0.0684464586,0.9620276716,-0.272951936,-0.285019262,-0.958521789
2009,8,25798.119656,10.158056887,0.0049363695,-0.332819545,0.9429905359,0.6565857558,0.7542513807
2009,9,27893.916592,10.236163901,0.078107014,-0.577572703,-0.816339251,-0.910105971,-0.414375581
2009,10,29557.782865,10.294102368,0.0579384669,1,-5.6836e-14,1,-5.48741e-14
2009,11,27541.720775,10.223457253,-0.070645115,-0.577572703,0.8163392507,-0.910105971,0.414375581
2009,12,26470.075735,10.183770156,-0.039687097,-0.332819545,-0.942990536,0.6565857558,-0.754251381
2010,1,25215.919006,10.135230781,-0.048539376,0.9620276716,0.2729519355,-0.285019262,0.958521789
2010,2,23342.777514,10.058042901,-0.07718788,-0.778462302,0.6276913613,-0.137790291,-0.990461426
2010,3,24292.213197,10.097911133,0.0398682323,-0.06279052,-0.998026728,0.535826795,0.8443279255
2010,4,25920.188141,10.162777409,0.0648662756,0.8509944818,0.52517463,-0.83752804,-0.546394347
2010,5,29052.438345,10.276857695,0.1140802859,-0.920231847,0.3913736668,0.9886517447,0.1502255891
2010,6,32843.100035,10.399496957,0.1226392624,0.2120071099,-0.977268124,-0.962027672,0.2729519355
2010,7,33266.833594,10.412316191,0.0128192342,0.6753328081,0.7375131174,0.762442511,-0.647055962
2010,8,35375.288431,10.473768788,0.061452597,-0.992114701,0.1253332336,-0.425779292,0.9048270525
2010,9,35196.698854,10.468707575,-0.005061214,0.4707039322,-0.882291226,0.0125660399,-0.999921044
2010,10,35083.299437,10.465480497,-0.003227078,0.4483832161,0.8938414242,0.4029064357,0.9152411726
2010,11,34564.293893,10.45057646,-0.014904037,-0.988651745,-0.150225589,-0.745941145,-0.666011867
2010,12,30799.583148,10.335256435,-0.115320025,0.6936533058,-0.720309025,0.9548645447,0.2970415816
2011,1,31377.353746,10.353841693,0.0185852587,0.1873813146,0.9822872507,-0.992114701,0.1253332336
2011,2,27244.735813,10.2126156,-0.141226093,-0.910105971,-0.414375581,0.8509944818,-0.52517463
2011,3,27599.666857,10.225558981,0.012943381,0.8639234172,-0.503623202,-0.556875616,0.8305958992
2011,4,29580.282706,10.294863294,0.0693043123,-0.087851197,0.9961336091,0.1626371652,-0.986685944
2011,5,32788.071613,10.397820058,0.1029567643,-0.762442511,-0.647055962,0.2608415063,0.9653816388
